target,dropped_block,cv_mae,cv_mae_std,cv_r2,cv_pearson,test_mae,test_rmse,test_r2,test_pearson,front_cv_mae,front_cv_r2,front_test_mae,front_test_r2,delta_cv_mae,delta_cv_r2,delta_test_mae,delta_test_r2,seconds
MEMORY_ST_NORM_AudImm,DTI,9.852150535583496,0.27650651969429363,0.09321845229924212,0.3458997373349336,10.1925048828125,12.383359909057617,0.13194315528241607,0.424729386118491,9.76925220489502,0.104206567509424,10.23052215576172,0.1036042956221514,0.08289833068847585,-0.010988115210181879,-0.038017272949220526,0.02833885966026467,2.3701415061950684
MEMORY_ST_NORM_AudImm,DL,9.791927528381347,0.2536912124551737,0.09875989667779377,0.3550660768609738,10.234524726867676,12.606497764587402,0.10037791231344151,0.41253284867648193,9.76925220489502,0.104206567509424,10.23052215576172,0.1036042956221514,0.02267532348632706,-0.005446670831630238,0.004002571105955255,-0.0032263833087098903,2.5064053535461426
MEMORY_ST_NORM_AudImm,FC,9.724725151062012,0.2656784258746526,0.11104017401395154,0.36911414892721456,10.24106216430664,12.572136878967285,0.10527530672914298,0.40805185174984165,9.76925220489502,0.104206567509424,10.23052215576172,0.1036042956221514,-0.04452705383300781,0.006833606504527537,0.010540008544920099,0.0016710111069915823,2.3638765811920166
MEMORY_ST_NORM_AudImm,DEMO,10.044355773925782,0.34739873560427426,0.0536232485638064,0.30947296053457507,10.245376586914062,12.818032264709473,0.06993357608718564,0.37797105909471596,9.76925220489502,0.104206567509424,10.23052215576172,0.1036042956221514,0.2751035690307617,-0.0505833189456176,0.014854431152341974,-0.033670719534965754,2.4008853435516357
MEMORY_ST_NORM_VisImm,BEH,11.011652374267578,0.7430713852694061,0.21965783643642425,0.4915059538597588,11.799528121948242,14.743840217590332,0.21509129963372564,0.5365880260936269,10.766700553894044,0.2699880045784376,11.510468482971191,0.2464666155296219,0.2449518203735348,-0.050330168142013326,0.2890596389770508,-0.03137531589589626,1.9654498100280762
MEMORY_ST_NORM_VisImm,EEG,10.760614967346191,0.6295511407653566,0.2787225674231274,0.5527907500578857,11.389649391174316,14.344403266906738,0.25704425912869233,0.5820852445697079,10.766700553894044,0.2699880045784376,11.510468482971191,0.2464666155296219,-0.006085586547852628,0.00873456284468982,-0.120819091796875,0.01057764359907043,2.1623432636260986
MEMORY_ST_NORM_VisImm,MRI,10.864882278442384,0.5760063050207351,0.25419160596927654,0.5279954394025357,11.544561386108398,14.36270809173584,0.25514695668160925,0.5840838638420797,10.766700553894044,0.2699880045784376,11.510468482971191,0.2464666155296219,0.09818172454833984,-0.015796398609161044,0.03409290313720703,0.008680341151987347,2.0969412326812744
MEMORY_ST_NORM_VisImm,DTI,10.736919403076172,0.603435317132499,0.2707920811272745,0.5448464854758622,11.593528747558594,14.565224647521973,0.23399371955742676,0.5581204764579075,10.766700553894044,0.2699880045784376,11.510468482971191,0.2464666155296219,-0.029781150817871804,0.0008040765488369073,0.08306026458740234,-0.012472895972195142,2.3262031078338623
MEMORY_ST_NORM_VisImm,DL,10.7155179977417,0.7227414473729493,0.27698882295671706,0.5494174290306214,11.538891792297363,14.428855895996094,0.2482702705982821,0.5735623810615607,10.766700553894044,0.2699880045784376,11.510468482971191,0.2464666155296219,-0.05118255615234446,0.007000818378279483,0.028423309326171875,0.0018036550686602038,2.416440010070801
MEMORY_ST_NORM_VisImm,FC,10.748329162597656,0.6626152904503058,0.27283448953308775,0.5451563200712546,11.563334465026855,14.471464157104492,0.24382407019715646,0.5691203651950913,10.766700553894044,0.2699880045784376,11.510468482971191,0.2464666155296219,-0.01837139129638743,0.0028464849546501747,0.05286598205566406,-0.00264254533246544,2.4332056045532227
